"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-1623.DPorder";"session.node-1805.DPorder";"session.node-2686.conditionType";"session.node-8996.conditionType";"trial.id";"trial.index";"trial.name";"module.GoNoGopractice.exec-3778.GoNoGo_Practice.durationTime";"module.GoNoGopractice.exec-3778.GoNoGo_Practice.endTime";"module.GoNoGopractice.exec-3778.GoNoGo_Practice.icon";"module.GoNoGopractice.exec-3778.GoNoGo_Practice.location";"module.GoNoGopractice.exec-3778.GoNoGo_Practice.outcome";"module.GoNoGopractice.exec-3778.GoNoGo_Practice.response";"module.GoNoGopractice.exec-3778.GoNoGo_Practice.result";"module.GoNoGopractice.exec-3778.GoNoGo_Practice.RT";"module.GoNoGopractice.exec-3778.GoNoGo_Practice.signal";"module.GoNoGopractice.exec-3778.GoNoGo_Practice.startTime";"module.GoNoGopractice.exec-3778.GoNoGo_Practice.stimulus type";"module.GoNoGopractice.exec-8784.GoNoGo_Practice.durationTime";"module.GoNoGopractice.exec-8784.GoNoGo_Practice.endTime";"module.GoNoGopractice.exec-8784.GoNoGo_Practice.icon";"module.GoNoGopractice.exec-8784.GoNoGo_Practice.location";"module.GoNoGopractice.exec-8784.GoNoGo_Practice.outcome";"module.GoNoGopractice.exec-8784.GoNoGo_Practice.response";"module.GoNoGopractice.exec-8784.GoNoGo_Practice.result";"module.GoNoGopractice.exec-8784.GoNoGo_Practice.RT";"module.GoNoGopractice.exec-8784.GoNoGo_Practice.signal";"module.GoNoGopractice.exec-8784.GoNoGo_Practice.startTime";"module.GoNoGopractice.exec-8784.GoNoGo_Practice.stimulus type";"module.GoNoGotutorial.exec-5747.GoNoGo_Tutorial.durationTime";"module.GoNoGotutorial.exec-5747.GoNoGo_Tutorial.endTime";"module.GoNoGotutorial.exec-5747.GoNoGo_Tutorial.icon";"module.GoNoGotutorial.exec-5747.GoNoGo_Tutorial.location";"module.GoNoGotutorial.exec-5747.GoNoGo_Tutorial.outcome";"module.GoNoGotutorial.exec-5747.GoNoGo_Tutorial.response";"module.GoNoGotutorial.exec-5747.GoNoGo_Tutorial.result";"module.GoNoGotutorial.exec-5747.GoNoGo_Tutorial.RT";"module.GoNoGotutorial.exec-5747.GoNoGo_Tutorial.signal";"module.GoNoGotutorial.exec-5747.GoNoGo_Tutorial.startTime";"module.GoNoGotutorial.exec-9897.GoNoGo_Tutorial.durationTime";"module.GoNoGotutorial.exec-9897.GoNoGo_Tutorial.endTime";"module.GoNoGotutorial.exec-9897.GoNoGo_Tutorial.icon";"module.GoNoGotutorial.exec-9897.GoNoGo_Tutorial.location";"module.GoNoGotutorial.exec-9897.GoNoGo_Tutorial.outcome";"module.GoNoGotutorial.exec-9897.GoNoGo_Tutorial.response";"module.GoNoGotutorial.exec-9897.GoNoGo_Tutorial.result";"module.GoNoGotutorial.exec-9897.GoNoGo_Tutorial.RT";"module.GoNoGotutorial.exec-9897.GoNoGo_Tutorial.signal";"module.GoNoGotutorial.exec-9897.GoNoGo_Tutorial.startTime";"module.training_block1.exec-6125.GoNoGo1.durationTime";"module.training_block1.exec-6125.GoNoGo1.endTime";"module.training_block1.exec-6125.GoNoGo1.icon";"module.training_block1.exec-6125.GoNoGo1.location";"module.training_block1.exec-6125.GoNoGo1.outcome";"module.training_block1.exec-6125.GoNoGo1.response";"module.training_block1.exec-6125.GoNoGo1.result";"module.training_block1.exec-6125.GoNoGo1.RT";"module.training_block1.exec-6125.GoNoGo1.signal";"module.training_block1.exec-6125.GoNoGo1.startTime";"module.training_block1.exec-6125.GoNoGo1.stimulus type";"module.training_block2.exec-4112.GoNoGo2.durationTime";"module.training_block2.exec-4112.GoNoGo2.endTime";"module.training_block2.exec-4112.GoNoGo2.icon";"module.training_block2.exec-4112.GoNoGo2.location";"module.training_block2.exec-4112.GoNoGo2.outcome";"module.training_block2.exec-4112.GoNoGo2.response";"module.training_block2.exec-4112.GoNoGo2.result";"module.training_block2.exec-4112.GoNoGo2.RT";"module.training_block2.exec-4112.GoNoGo2.signal";"module.training_block2.exec-4112.GoNoGo2.startTime";"module.training_block2.exec-4112.GoNoGo2.stimulus type";"module.training_block3.exec-7623.GoNoGo3.durationTime";"module.training_block3.exec-7623.GoNoGo3.endTime";"module.training_block3.exec-7623.GoNoGo3.icon";"module.training_block3.exec-7623.GoNoGo3.location";"module.training_block3.exec-7623.GoNoGo3.outcome";"module.training_block3.exec-7623.GoNoGo3.response";"module.training_block3.exec-7623.GoNoGo3.result";"module.training_block3.exec-7623.GoNoGo3.RT";"module.training_block3.exec-7623.GoNoGo3.signal";"module.training_block3.exec-7623.GoNoGo3.startTime";"module.training_block3.exec-7623.GoNoGo3.stimulus type"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"40";"34";"module.training_block1.exec-6125.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:05:43.002";"10";"0";"FINISHED";"LEFT";"success";"484";"0";"2014-02-15 21:05:41.751";"2";;;;;;;;;;;;;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"41";"35";"module.training_block1.exec-6125.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:05:45.537";"4";"0";"FINISHED";"LEFT";"failure";"332";"1";"2014-02-15 21:05:44.287";"1";;;;;;;;;;;;;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"42";"36";"module.training_block1.exec-6125.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:05:48.062";"18";"0";"FINISHED";"LEFT";"failure";"343";"1";"2014-02-15 21:05:46.812";"3";;;;;;;;;;;;;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"43";"37";"module.training_block1.exec-6125.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:05:50.586";"30";"0";"FINISHED";"LEFT";"success";"354";"0";"2014-02-15 21:05:49.336";"3";;;;;;;;;;;;;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"44";"38";"module.training_block1.exec-6125.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:05:53.113";"27";"0";"FINISHED";"LEFT";"success";"413";"0";"2014-02-15 21:05:51.862";"3";;;;;;;;;;;;;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"45";"39";"module.training_block1.exec-6125.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:05:55.642";"31";"1";"FINISHED";"RIGHT";"success";"755";"0";"2014-02-15 21:05:54.392";"3";;;;;;;;;;;;;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"46";"40";"module.training_block1.exec-6125.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:05:58.172";"24";"0";"FINISHED";"LEFT";"failure";"481";"1";"2014-02-15 21:05:56.922";"3";;;;;;;;;;;;;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"47";"41";"module.training_block1.exec-6125.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:06:00.703";"15";"1";"FINISHED";"RIGHT";"success";"493";"0";"2014-02-15 21:05:59.453";"2";;;;;;;;;;;;;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"48";"42";"module.training_block1.exec-6125.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:06:03.232";"8";"1";"FINISHED";"RIGHT";"failure";"532";"1";"2014-02-15 21:06:01.982";"1";;;;;;;;;;;;;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"49";"43";"module.training_block1.exec-6125.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:06:05.762";"35";"1";"FINISHED";"RIGHT";"failure";"843";"1";"2014-02-15 21:06:04.512";"3";;;;;;;;;;;;;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"50";"44";"module.training_block1.exec-6125.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:06:08.293";"29";"1";"FINISHED";"RIGHT";"success";"527";"0";"2014-02-15 21:06:07.043";"3";;;;;;;;;;;;;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"51";"45";"module.training_block1.exec-6125.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:06:10.827";"16";"0";"FINISHED";"LEFT";"failure";"434";"1";"2014-02-15 21:06:09.576";"2";;;;;;;;;;;;;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"52";"46";"module.training_block1.exec-6125.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:06:13.351";"14";"0";"FINISHED";"LEFT";"success";"486";"0";"2014-02-15 21:06:12.101";"2";;;;;;;;;;;;;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"53";"47";"module.training_block1.exec-6125.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:06:15.881";"7";"1";"FINISHED";"RIGHT";"success";"307";"0";"2014-02-15 21:06:14.631";"1";;;;;;;;;;;;;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"54";"48";"module.training_block1.exec-6125.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:06:18.408";"23";"0";"FINISHED";"LEFT";"success";"357";"0";"2014-02-15 21:06:17.157";"3";;;;;;;;;;;;;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"55";"49";"module.training_block1.exec-6125.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:06:20.934";"13";"0";"FINISHED";"LEFT";"success";"591";"0";"2014-02-15 21:06:19.683";"2";;;;;;;;;;;;;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"56";"50";"module.training_block1.exec-6125.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:06:23.471";"19";"0";"FINISHED";"LEFT";"failure";"525";"1";"2014-02-15 21:06:22.221";"3";;;;;;;;;;;;;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"57";"51";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:06:39.613";"28";"1";"FINISHED";"RIGHT";"failure";"514";"1";"2014-02-15 21:06:38.363";"3";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"58";"52";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:06:42.138";"34";"0";"FINISHED";"LEFT";"success";"317";"0";"2014-02-15 21:06:40.888";"3";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"59";"53";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:06:44.665";"33";"0";"FINISHED";"LEFT";"failure";"486";"1";"2014-02-15 21:06:43.415";"3";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"60";"54";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:06:47.189";"11";"0";"FINISHED";"LEFT";"success";"395";"0";"2014-02-15 21:06:45.939";"2";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"61";"55";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:06:49.714";"17";"0";"FINISHED";"LEFT";"success";"397";"0";"2014-02-15 21:06:48.464";"2";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"62";"56";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:06:52.241";"23";"0";"FINISHED";"LEFT";"success";"358";"0";"2014-02-15 21:06:50.991";"3";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"63";"57";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:06:54.767";"30";"0";"FINISHED";"LEFT";"success";"336";"0";"2014-02-15 21:06:53.517";"3";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"64";"58";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:06:57.293";"15";"1";"FINISHED";"RIGHT";"success";"426";"0";"2014-02-15 21:06:56.043";"2";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"65";"59";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:06:59.817";"9";"0";"FINISHED";"LEFT";"success";"350";"0";"2014-02-15 21:06:58.567";"2";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"66";"60";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:07:02.346";"10";"0";"FINISHED";"LEFT";"success";"373";"0";"2014-02-15 21:07:01.096";"2";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"67";"61";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:07:04.878";"20";"1";"FINISHED";"RIGHT";"failure";"346";"1";"2014-02-15 21:07:03.627";"3";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"68";"62";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:07:07.402";"5";"1";"FINISHED";"RIGHT";"failure";"422";"1";"2014-02-15 21:07:06.151";"1";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"69";"63";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:07:09.929";"18";"1";"FINISHED";"RIGHT";"success";"342";"0";"2014-02-15 21:07:08.679";"3";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"70";"64";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:07:12.456";"13";"1";"FINISHED";"RIGHT";"success";"375";"0";"2014-02-15 21:07:11.206";"2";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"71";"65";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:07:14.980";"16";"1";"FINISHED";"RIGHT";"failure";"378";"1";"2014-02-15 21:07:13.730";"2";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"72";"66";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:07:17.513";"14";"1";"FINISHED";"RIGHT";"success";"510";"0";"2014-02-15 21:07:16.263";"2";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"73";"67";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:07:20.043";"35";"0";"FINISHED";"LEFT";"failure";"548";"1";"2014-02-15 21:07:18.792";"3";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"74";"68";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:07:22.571";"22";"0";"FINISHED";"LEFT";"success";"892";"0";"2014-02-15 21:07:21.320";"3";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"75";"69";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:07:25.100";"21";"0";"FINISHED";"LEFT";"success";"403";"0";"2014-02-15 21:07:23.850";"3";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"76";"70";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:07:27.627";"2";"0";"FINISHED";"LEFT";"success";"348";"0";"2014-02-15 21:07:26.377";"1";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"77";"71";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:07:30.155";"32";"1";"FINISHED";"RIGHT";"failure";"500";"1";"2014-02-15 21:07:28.904";"3";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"78";"72";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:07:32.688";"4";"0";"FINISHED";"LEFT";"failure";"335";"1";"2014-02-15 21:07:31.437";"1";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"79";"73";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2014-02-15 21:07:35.219";"26";"0";"FINISHED";"LEFT";"success";"411";"0";"2014-02-15 21:07:33.969";"3";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"80";"74";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:07:37.748";"24";"1";"FINISHED";"RIGHT";"failure";"690";"1";"2014-02-15 21:07:36.498";"3";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"81";"75";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:07:40.283";"25";"1";"FINISHED";"RIGHT";"failure";"484";"1";"2014-02-15 21:07:39.032";"3";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"82";"76";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:07:42.810";"3";"0";"FINISHED";"LEFT";"failure";"389";"1";"2014-02-15 21:07:41.560";"1";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"83";"77";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:07:45.342";"0";"1";"FINISHED";"RIGHT";"failure";"505";"1";"2014-02-15 21:07:44.091";"1";;;;;;;;;;;
